Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
47346,09 12 2018 19:30,3486.810059,12.19530964,3549.107382,196.0534058
47347,09 12 2018 19:40,3599.096924,13.15532017,3600,199.6981964
47348,09 12 2018 19:50,3557.549072,13.51453972,3600,206.1378021
47349,09 12 2018 20:00,3589.614014,13.71463966,3600,211.2100983
47350,09 12 2018 20:10,3598.24292,13.97222042,3600,218.5733032
47351,09 12 2018 20:20,3585.487061,13.26860046,3600,218.3240051
47352,09 12 2018 20:30,3598.012939,13.32320976,3600,217.5330048
47353,09 12 2018 20:40,3279.35791,11.77672005,3482.878528,214.1343994
47354,09 12 2018 20:50,3276.445068,11.58988953,3443.246829,209.9497986
47355,09 12 2018 21:00,3479.845947,12.46702957,3576.584096,212.322998
47356,09 12 2018 21:10,3585.074951,13.09897995,3600,218.2232971
47357,09 12 2018 21:20,3456.045898,12.59832001,3585.747045,220.7528992
47358,09 12 2018 21:30,3564.927002,12.85416985,3596.21706,222.1092987
47359,09 12 2018 21:40,3436.842041,12.02754021,3526.167722,219.5278931
47360,09 12 2018 21:50,3548.351074,12.57104969,3584.058856,223.8126068
47361,09 12 2018 22:00,3570.011963,13.03441048,3600,219.6094971
47362,09 12 2018 22:10,3584.673096,13.60070038,3600,223.4302063
47363,09 12 2018 22:20,3522.996094,13.30570984,3600,221.3648071
47364,09 12 2018 22:30,3579.246094,12.96041965,3597.770751,220.7454987
47365,09 12 2018 22:40,3593.560059,13.28054047,3600,225.1864014
47366,09 12 2018 22:50,3599.774902,13.83108044,3600,224.1605072
47367,09 12 2018 23:00,3477.458008,12.83804035,3595.839489,223.5196991
47368,09 12 2018 23:10,3089.860107,11.10929012,3309.679351,229.6096954
47369,09 12 2018 23:20,2681.418945,10.03862,2815.881993,230.0742035
47370,09 12 2018 23:30,3083.654053,11.07443047,3298.092859,229.8766022
47371,09 12 2018 23:40,3451.611084,11.67136002,3461.329753,224.6441956
47372,09 12 2018 23:50,3373.835938,11.28512955,3364.089802,224.9485016
47373,10 12 2018 00:00,3242.907959,11.26113987,3357.055785,221.9308929
47374,10 12 2018 00:10,2850.506104,10.49876976,3065.201219,217.3993988
47375,10 12 2018 00:20,3406.230957,11.83012962,3493.028369,213.4358978
47376,10 12 2018 00:30,3255.419922,11.64667988,3455.984199,218.9304962
47377,10 12 2018 00:40,3355.034912,11.77143002,3481.845147,219.4432983
47378,10 12 2018 00:50,2756.904053,10.36341,2998.129565,219.2554016
47379,10 12 2018 01:00,2577.801025,9.999259949,2791.641771,221.5986023
47380,10 12 2018 01:10,2949.835938,10.70184994,3156.694102,222.042099
47381,10 12 2018 01:20,2879.086914,10.68190002,3148.175565,222.6764984
47382,10 12 2018 01:30,2492.738037,9.690673828,2584.276127,222.2675018
47383,10 12 2018 01:40,2771.704102,10.55585003,3092.002472,218.100296
47384,10 12 2018 01:50,2923.811035,11.03905964,3286.059085,217.7382965
47385,10 12 2018 02:00,2612.090088,10.25084972,2938.465447,222.6958008
47386,10 12 2018 02:10,2693.562988,10.40592957,3019.739522,224.079895
47387,10 12 2018 02:20,2778.221924,10.42949963,3031.503524,218.6264038
47388,10 12 2018 02:30,2982.311035,10.91294003,3240.829962,212.5247955
47389,10 12 2018 02:40,3031.166016,10.99211025,3269.649264,205.797699
47390,10 12 2018 02:50,3365.159912,11.86437988,3499.26803,207.589798
47391,10 12 2018 03:00,3193.014893,11.48620987,3418.393482,213.9149933
47392,10 12 2018 03:10,3318.133057,11.82264996,3491.637866,219.7422028
47393,10 12 2018 03:20,2976.687012,10.63043022,3125.732413,221.0066071
47394,10 12 2018 03:30,2400.248047,9.343779564,2367.542913,223.569397
47395,10 12 2018 03:40,2975.878906,10.49394989,3062.898408,215.6519012
47396,10 12 2018 03:50,2764.056885,10.7340498,3170.232876,215.8699036
47397,10 12 2018 04:00,3195.133057,11.64486027,3455.585553,207.4503021
47398,10 12 2018 04:10,2907.719971,11.47509003,3415.603161,201.473999
47399,10 12 2018 04:20,2656.086914,10.37662029,3004.897282,194.436203
47400,10 12 2018 04:30,2805.941895,10.35569954,2994.156927,195.0420074
47401,10 12 2018 04:40,2834.990967,10.39023018,3011.818931,199.8706055
47402,10 12 2018 04:50,3134.659912,11.53553963,3430.478936,197.2720947
47403,10 12 2018 05:00,3546.705078,12.3699398,3568.105095,196.6596985
47404,10 12 2018 05:10,3430.464111,11.77385998,3482.320459,193.3744049
47405,10 12 2018 05:20,3296.75708,11.69287014,3465.895778,189.6394043
47406,10 12 2018 05:30,3258.001953,11.22113037,3345.054148,196.002594
47407,10 12 2018 05:40,3097.387939,11.09603977,3305.307045,197.6665955
47408,10 12 2018 05:50,2635.221924,10.45263004,3042.900312,196.8262939
47409,10 12 2018 06:00,2659.431885,10.29876041,2964.3021,202.2274017
47410,10 12 2018 06:10,3017.150879,10.93721008,3249.819442,199.6903076
47411,10 12 2018 06:20,2880.529053,10.58644962,3106.016485,197.8390961
47412,10 12 2018 06:30,3585.9729,12.59082031,3585.293925,199.286499
47413,10 12 2018 06:40,3409.749023,11.40128994,3396.460567,195.804306
47414,10 12 2018 06:50,3470.75708,12.12514973,3540.083876,200.0675964
47415,10 12 2018 07:00,3588.730957,12.6078701,3586.311823,204.9564972
47416,10 12 2018 07:10,3312.218994,11.79248047,3485.92715,205.2850952
47417,10 12 2018 07:20,3297.851074,11.31457996,3372.560297,199.254303
47418,10 12 2018 07:30,2261.229004,9.199266434,2273.160152,208.5119019
47419,10 12 2018 07:40,1461.609985,7.643342018,1332.851495,204.1029053
47420,10 12 2018 07:50,2120.509033,9.078138351,2194.480741,186.9506989
47421,10 12 2018 08:00,2885.680908,10.75518036,3178.977307,180.0469971
47422,10 12 2018 08:10,3422.552979,11.81011009,3489.284125,182.0697021
47423,10 12 2018 08:20,3568.041992,12.41409016,3572.142527,180.6911926
47424,10 12 2018 08:30,3577.923096,12.71887016,3591.879233,182.3531952
47425,10 12 2018 08:40,3599.98291,12.8193903,3595.356051,186.7494965
47426,10 12 2018 08:50,3572.406982,12.40406036,3571.252051,188.6638031
47427,10 12 2018 09:00,3503.423096,11.72144985,3471.829527,189.021698
47428,10 12 2018 09:10,3296.664063,11.29979992,3368.331876,186.9391937
47429,10 12 2018 09:20,3073.4729,10.92516041,3245.37354,185.4447937
47430,10 12 2018 09:30,3095.736084,11.01101017,3276.315503,186.767807
47431,10 12 2018 09:40,2647.324951,10.36386967,2998.365875,185.9774017
47432,10 12 2018 09:50,2525.852051,9.808176994,2666.946495,185.9449005
47433,10 12 2018 10:00,2212.697021,9.430603027,2424.441198,181.0231018
47434,10 12 2018 10:10,1626.828003,7.936601162,1493.902438,178.3722992
47435,10 12 2018 10:20,1867.118042,8.48547554,1819.044562,183.9842987
47436,10 12 2018 10:30,1935.277954,8.844827652,2044.478666,180.3659058
47437,10 12 2018 10:40,1766.266968,8.490550041,1822.169405,183.1707001
47438,10 12 2018 10:50,1244.005981,7.39463377,1204.027094,179.6121063
47439,10 12 2018 11:00,1383,7.809825897,1423.045579,176.7095947
47440,10 12 2018 11:10,1374.860962,7.611661911,1316.077595,178.9667969
47441,10 12 2018 11:20,1028.890991,6.904481888,973.5632065,182.2256012
47442,10 12 2018 11:30,2135.062012,9.710859299,2598.812209,165.4553986
47443,10 12 2018 11:40,2512.177002,10.09453011,2849.491333,161.259903
47444,10 12 2018 11:50,2837.284912,10.55037022,3089.46691,157.4969025
47445,10 12 2018 12:00,2573.616943,10.13027954,2870.481866,161.5059967
47446,10 12 2018 12:10,2569.094971,9.974228859,2775.973842,160.6248016
47447,10 12 2018 12:20,2598.861084,9.800122261,2661.428212,163.2839966
47448,10 12 2018 12:30,1838.651001,8.633195877,1910.743766,160.4815979
47449,10 12 2018 12:40,1183.894043,7.499339104,1257.643759,161.1539001
47450,10 12 2018 12:50,1006.288025,7.212210178,1114.45183,162.4109039
47451,10 12 2018 13:00,699.9274902,6.405381203,769.4738639,159.5346985
47452,10 12 2018 13:10,251.2239075,4.755884171,278.215419,163.1985016
47453,10 12 2018 13:20,9.368376732,3.024497986,16.83194765,157.6450043
47454,10 12 2018 13:30,40.8340416,3.427349091,44.28535052,142.2621002
47455,10 12 2018 13:40,411.1011047,5.33843708,423.7017073,144.5713959
47456,10 12 2018 13:50,345.7254028,5.270865917,405.4364135,156.1764069
47457,10 12 2018 14:00,334.6824951,5.195434093,385.502502,165.4022064
47458,10 12 2018 14:10,174.1611023,4.48814106,219.4937734,147.9378052
47459,10 12 2018 14:20,43.14820099,3.46875,48.578125,101.8891983
47460,10 12 2018 14:30,150.9432068,4.243104935,169.5131515,71.64086151
47461,10 12 2018 14:40,86.36477661,3.936661005,116.1598592,59.6960907
47462,10 12 2018 14:50,188.0214996,4.452736855,212.0621415,57.27360916
47463,10 12 2018 15:00,570.1483154,6.055253983,642.7863213,60.55836868
47464,10 12 2018 15:10,480.9953003,5.559018135,486.1388421,66.59020233
47465,10 12 2018 15:20,82.54060364,3.745363951,84.29703995,64.88900757
47466,10 12 2018 15:30,560.7053833,5.542654037,481.3542001,71.29917145
47467,10 12 2018 15:40,858.5913696,6.325436115,739.3835641,65.80322266
47468,10 12 2018 15:50,789.6781006,6.330821991,741.3889331,69.94241333
47469,10 12 2018 16:00,456.2171936,5.504961014,470.4281567,76.57843781
47470,10 12 2018 16:10,576.6569824,5.952496052,609.0814694,73.27832794
47471,10 12 2018 16:20,304.2643127,4.600409985,243.5609683,80.24181366
47472,10 12 2018 16:30,107.9957962,3.792980909,91.68088691,86.78304291
47473,10 12 2018 16:40,331.2598877,5.140068054,371.1698674,71.85851288
47474,10 12 2018 16:50,193.0532074,4.445725918,210.59923,65.83148193
47475,10 12 2018 17:00,198.5673981,4.527654171,227.876209,66.5164032
47476,10 12 2018 17:10,111.6252975,3.984994888,125.1370308,62.03776932
47477,10 12 2018 17:20,193.213501,4.603459835,244.2256791,65.73576355
47478,10 12 2018 17:30,205.6582031,4.759643078,279.0731843,58.77128983
47479,10 12 2018 17:40,165.4763947,4.496277809,221.2122534,45.93848038
47480,10 12 2018 17:50,237.902298,4.714177132,268.7623343,45.51348114
47481,10 12 2018 18:00,325.6091919,5.119153976,365.8203218,43.57535934
47482,10 12 2018 18:10,390.6383057,5.173231125,379.7248297,30.54849052
47483,10 12 2018 18:20,639.1171265,6.133302212,669.8876147,32.14923096
47484,10 12 2018 18:30,1385.470947,7.601562977,1310.757524,38.17441177
47485,10 12 2018 18:40,1685.508057,7.989695072,1524.101012,37.90615082
47486,10 12 2018 18:50,922.2147827,6.401178837,767.8748133,35.17687988
47487,10 12 2018 19:00,759.2659302,6.156398773,678.0324431,39.79648972
47488,10 12 2018 19:10,995.2225952,6.626017094,856.1725249,19.61116982
47489,10 12 2018 19:20,1337.43396,7.325277805,1169.41051,14.88323975
47490,10 12 2018 19:30,1078.51001,6.816802979,935.6085927,14.75249958
47491,10 12 2018 19:40,368.3658142,5.128430843,368.1888965,356.8304138
47492,10 12 2018 19:50,246.8247986,4.606375217,244.8616333,4.442669868
47493,10 12 2018 20:00,306.7712097,4.773441792,282.2302746,352.9360962
47494,10 12 2018 20:10,488.0967102,5.444840908,453.2714701,334.631012
47495,10 12 2018 20:20,977.1837769,6.645377159,864.0410181,335.4363098
47496,10 12 2018 20:30,1277.139038,7.265627861,1140.192649,319.9350891
47497,10 12 2018 20:40,794.1586304,6.386092186,762.1500517,322.7345886
47498,10 12 2018 20:50,1577.435059,7.894566059,1470.209433,335.6384888
47499,10 12 2018 21:00,2134.837891,8.857151031,2052.34086,341.6343994
47500,10 12 2018 21:10,2173.906006,8.989663124,2137.32926,338.9212952
47501,10 12 2018 21:20,3251.033936,12.01780033,3524.690867,342.9372864
47502,10 12 2018 21:30,2735.217041,9.878018379,2713.894831,344.276001
47503,10 12 2018 21:40,2474.73291,9.486515045,2461.13448,339.6565857
47504,10 12 2018 21:50,2561.875,9.64554882,2551.270195,334.6256104
47505,10 12 2018 22:00,2951.228027,10.6973896,3154.798248,334.855011
47506,10 12 2018 22:10,3514.254883,12.71755981,3591.824147,331.1152954
47507,10 12 2018 22:20,3570.451904,12.72719955,3592.223491,333.3973083
47508,10 12 2018 22:30,3501.657959,12.53448963,3581.619414,330.9411011
47509,10 12 2018 22:40,3572.488037,12.8025198,3594.875341,330.7391052
47510,10 12 2018 22:50,3591.831055,14.07812977,3600,329.5888062
47511,10 12 2018 23:00,3559.177002,12.7205801,3591.950737,330.6643066
47512,10 12 2018 23:10,3116.547119,10.95798969,3257.406962,326.3785095
47513,10 12 2018 23:20,3133.541992,11.32952976,3376.791168,319.7000122
47514,10 12 2018 23:30,3539.335938,12.7434597,3592.866175,325.074585
47515,10 12 2018 23:40,2821.625977,10.63813972,3129.137136,330.9866028
47516,10 12 2018 23:50,2825.97998,10.19836998,2909.401655,333.3765869
47517,11 12 2018 00:00,2776.300049,10.51869011,3074.652806,333.7760925
47518,11 12 2018 00:10,2594.756104,10.15678978,2885.799014,338.0148926
47519,11 12 2018 00:20,2449.928955,9.999400139,2791.728967,337.4831848
47520,11 12 2018 00:30,1928.468018,8.257658005,1680.816917,333.1142883
47521,11 12 2018 00:40,1810.630005,8.259429932,1681.875484,329.0405884
47522,11 12 2018 00:50,2164.785889,9.170888901,2254.687311,325.6239014
47523,11 12 2018 01:00,1703.942017,8.39649868,1764.565879,325.4046936
47524,11 12 2018 01:10,2213.176025,9.434799194,2427.193798,317.7952881
47525,11 12 2018 01:20,2288.260986,9.163672447,2249.993312,315.0299072
47526,11 12 2018 01:30,2481.303955,10.10986042,2858.540003,324.1633911
47527,11 12 2018 01:40,2447.490967,9.428775787,2423.242634,315.6459045
47528,11 12 2018 01:50,2623.825928,10.80179977,3197.881084,311.2033081
47529,11 12 2018 02:00,2467.74292,9.735787392,2616.570686,309.0002136
47530,11 12 2018 02:10,2148.595947,9.345043182,2368.370132,311.914093
47531,11 12 2018 02:20,2125.333008,8.893919945,2075.842946,309.0244141
47532,11 12 2018 02:30,2545.416016,10.51723003,3073.963638,304.5726929
47533,11 12 2018 02:40,2217.033936,9.84718895,2693.368827,314.0567017
47534,11 12 2018 02:50,2140.303955,9.350412369,2371.885352,322.6159973
47535,11 12 2018 03:00,1893.822021,8.780650139,2003.659341,323.6459961
47536,11 12 2018 03:10,1688.999023,7.880980015,1462.5933,314.5715942
47537,11 12 2018 03:20,1844.993042,8.677602768,1938.590075,296.6664124
47538,11 12 2018 03:30,1968.161011,9.126673698,2225.951857,299.5109863
47539,11 12 2018 03:40,2177.184082,10.0503397,2823.006705,303.1489868
47540,11 12 2018 03:50,2308.389893,10.37084007,3001.942026,298.9822083
47541,11 12 2018 04:00,1590.206055,7.858338833,1449.946849,294.6534119
47542,11 12 2018 04:10,1768.274048,8.606039047,1893.775809,295.2374878
47543,11 12 2018 04:20,2196.832031,9.970192909,2773.429087,294.6329956
47544,11 12 2018 04:30,1892.980957,9.10519886,2212.017518,292.7731934
47545,11 12 2018 04:40,1957.06897,8.827482224,2033.42533,281.874115
47546,11 12 2018 04:50,2196.711914,10.19752979,2908.929792,290.0369873
47547,11 12 2018 05:00,2352.905029,10.04771996,2821.417779,289.7575989
47548,11 12 2018 05:10,2450.868896,10.11104965,2859.238965,288.906311
47549,11 12 2018 05:20,2508.987061,10.49355984,3062.711778,296.1841125
47550,11 12 2018 05:30,2303.785889,9.438622475,2429.701979,290.2901001
47551,11 12 2018 05:40,2464.36792,10.18101025,2899.609838,294.8627014
47552,11 12 2018 05:50,2502.881104,10.19705009,2908.660292,295.7585144
47553,11 12 2018 06:00,2456.756104,10.35297012,2992.746669,295.2348938
47554,11 12 2018 06:10,2165.707031,9.450448036,2437.460972,295.3745117
47555,11 12 2018 06:20,1575.93396,7.923287868,1486.37754,294.6046143
47556,11 12 2018 06:30,1528.417969,7.605874062,1313.026971,291.2702026
47557,11 12 2018 06:40,1439.829956,7.663129807,1343.393393,292.3493042
47558,11 12 2018 06:50,1099.212036,6.922087193,981.2974069,287.0414124
47559,11 12 2018 07:00,1208.13501,7.339025974,1176.216795,287.5513916
47560,11 12 2018 07:10,1136.68396,6.901934147,972.4471197,284.7318115
47561,11 12 2018 07:20,883.9052734,6.603192806,846.9508925,288.3985901
47562,11 12 2018 07:30,756.1939697,6.154561996,677.3826298,280.9443054
47563,11 12 2018 07:40,877.1594849,6.322914124,738.4456089,283.7467041
47564,11 12 2018 07:50,954.3259888,6.448228836,785.8883074,284.2485046
47565,11 12 2018 08:00,879.7169189,6.099108219,657.934059,286.2210083
47566,11 12 2018 08:10,684.3339233,5.791597843,556.9269032,277.6408997
47567,11 12 2018 08:20,526.7058716,5.460538864,457.7195063,272.4910889
47568,11 12 2018 08:30,694.0175171,5.949717999,608.1579699,271.894104
47569,11 12 2018 08:40,734.31427,6.217216969,699.752609,276.8933105
47570,11 12 2018 08:50,564.4030151,5.396560192,439.7298982,273.6231995
47571,11 12 2018 09:00,696.9260254,6.005788803,625.9471502,272.2992859
47572,11 12 2018 09:10,843.3574829,6.22096777,701.1051187,270.8598022
47573,11 12 2018 09:20,996.3131714,6.438065052,781.9764509,267.3096008
47574,11 12 2018 09:30,1170.91394,6.57758522,836.6749914,263.3941956
47575,11 12 2018 09:40,898.805481,6.202740192,694.5465458,264.8001099
47576,11 12 2018 09:50,1082.188965,6.554155827,827.3379142,264.9054871
47577,11 12 2018 10:00,1020.866028,6.600272179,845.7751463,257.2521057
47578,11 12 2018 10:10,922.3829956,6.429108143,778.5385063,257.6794128
47579,11 12 2018 10:20,804.1569824,5.996606827,623.8556515,256.1998901
47580,11 12 2018 10:30,700.5662231,5.879324913,585.0295641,257.4836121
47581,11 12 2018 10:40,711.5678101,6.039527893,637.4044123,255.3759003
47582,11 12 2018 10:50,701.331604,6.027736187,633.3862999,257.8051147
47583,11 12 2018 11:00,833.0593872,6.242267132,708.8141358,251.4747009
47584,11 12 2018 11:10,568.7445068,5.724938869,536.0958187,258.4057922
47585,11 12 2018 11:20,539.3641968,5.408977985,443.1928954,248.5182037
47586,11 12 2018 11:30,292.872406,4.736608982,273.8320111,254.2953033
47587,11 12 2018 11:40,200.0222931,4.204483032,161.9310424,255.3881989
47588,11 12 2018 11:50,127.4481964,3.971981049,122.6831663,241.8536072
47589,11 12 2018 12:00,29.20161057,2.745475054,0,242.595993
47590,11 12 2018 12:10,0,3.165380001,23.48020361,264.0245972
47591,11 12 2018 12:20,28.30567932,3.137204885,21.89657078,261.1005859
47592,11 12 2018 12:30,0.458665788,2.073343992,0,253.375
47593,11 12 2018 12:40,0,3.052339077,17.89400078,210.2015991
47594,11 12 2018 12:50,4.36420393,3.154392004,22.8474954,216.9297943
47595,11 12 2018 13:00,21.97229004,3.251173019,29.08456748,233.5274048
47596,11 12 2018 13:10,8.74126339,2.89456892,0,225.4718933
47597,11 12 2018 13:20,40.96797943,3.316350937,34.1294632,231.8845062
47598,11 12 2018 13:30,2.727533102,2.420414925,0,228.8592072
47599,11 12 2018 13:40,0,2.650094986,0,227.8811035
47600,11 12 2018 13:50,0,2.852510929,0,237.0457001
47601,11 12 2018 14:00,0,2.725611925,0,226.9866028
47602,11 12 2018 14:10,0,2.661992073,0,222.2070007
47603,11 12 2018 14:20,0,2.400876999,0,225.9268036
47604,11 12 2018 14:30,0,2.718338013,0,211.0437012
47605,11 12 2018 14:40,0,2.246453047,0,210.2104034
47606,11 12 2018 14:50,0,1.581915021,0,199.4622955
47607,11 12 2018 15:00,0,1.016257048,0,290.7401123
47608,11 12 2018 15:10,0,0.924776375,0,28.69743919
47609,11 12 2018 15:20,0,1.229480982,0,42.28464127
47610,11 12 2018 15:30,0,1.153252006,0,17.64632034
47611,11 12 2018 15:40,0,0.631837904,0,56.07238007
47612,11 12 2018 15:50,0,1.703537941,0,82.38443756
47613,11 12 2018 16:00,0,1.516765952,0,58.03429031
47614,11 12 2018 16:10,0,2.472325087,0,52.06838989
47615,11 12 2018 16:20,0,2.533282042,0,51.33045959
47616,11 12 2018 16:30,0,3.229432106,27.55295469,77.07411957
47617,11 12 2018 16:40,0,2.385685921,0,61.43891907
47618,11 12 2018 16:50,0,2.492552042,0,63.09376907
47619,11 12 2018 17:00,0,1.771281004,0,68.75486755
47620,11 12 2018 17:10,0,1.372388959,0,82.01722717
47621,11 12 2018 17:20,0,1.128188014,0,124.2929993
47622,11 12 2018 17:30,0,1.692003965,0,136.4965057
